City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Iqaluit,CA,63.7506,-68.5145,-27.31,74,0,11.01,clear sky
343,Pokrovsk,UA,48.282,37.1758,31.78,91,100,11.12,overcast clouds
344,Lodja,CD,-3.4833,23.4333,69.64,90,100,1.14,overcast clouds
345,Yunyang,CN,33.4474,112.7142,40.46,84,100,2.17,overcast clouds
346,Urucara,BR,-2.5364,-57.76,71.67,98,100,2.19,overcast clouds
347,Ust-Nera,RU,64.5667,143.2,-24.41,99,74,2.84,broken clouds
348,Port Hedland,AU,-20.3167,118.5667,82.45,83,7,0.0,clear sky
349,Dergachi,RU,51.2328,48.7659,13.86,84,100,10.69,overcast clouds
350,Wattegama,LK,6.7989,81.4808,71.73,96,100,3.69,overcast clouds
351,Coruripe,BR,-10.1256,-36.1756,79.2,80,70,13.24,broken clouds
352,Umm Kaddadah,SD,13.6017,26.6876,76.06,25,7,5.91,clear sky
353,Bilma,NE,18.6853,12.9164,52.77,24,2,12.84,clear sky
354,Port Hueneme,US,34.1478,-119.1951,76.12,28,0,9.22,clear sky
355,Axim,GH,4.8699,-2.2405,80.73,82,69,7.36,broken clouds
356,High Level,CA,58.5169,-117.136,-9.06,91,100,5.35,overcast clouds
357,Saint-Pierre,RE,-21.3393,55.4781,78.48,81,0,4.61,clear sky
358,Dongsheng,CN,39.8161,109.9776,12.52,71,37,10.63,scattered clouds
359,Parana,AR,-31.732,-60.5238,93.56,33,1,7.85,clear sky
360,Berlevag,NO,70.8578,29.0864,27.7,81,100,18.37,overcast clouds
361,Sao Francisco,BR,-15.9486,-44.8644,69.98,96,100,1.83,heavy intensity rain
362,Mwinilunga,ZM,-11.7358,24.4293,61.97,97,100,2.06,light rain
363,Qiyang,CN,26.5911,111.8474,45.12,85,100,2.55,overcast clouds
364,Bongaree,AU,-27.0797,153.1586,85.28,72,97,13.11,overcast clouds
365,Asau,RO,46.4333,26.4,37.4,99,99,3.27,overcast clouds
366,Makasar,ID,-5.14,119.4221,75.25,94,40,4.61,thunderstorm
367,Mariakani,KE,-3.8633,39.4736,72.1,94,13,4.88,few clouds
368,Narsaq,GL,60.9167,-46.05,19.62,91,100,2.98,overcast clouds
369,Sao Filipe,CV,14.8961,-24.4956,72.86,64,100,0.69,overcast clouds
370,Scottsbluff,US,41.8666,-103.6672,40.32,47,0,10.36,clear sky
371,Swellendam,ZA,-34.0226,20.4417,73.22,73,100,8.41,overcast clouds
372,Seoul,KR,37.5683,126.9778,26.04,57,73,0.2,broken clouds
373,Kalaleh,IR,37.3807,55.4916,48.74,52,0,4.76,clear sky
374,Roma,US,43.2128,-75.4557,38.66,91,100,1.01,overcast clouds
375,Flin Flon,CA,54.7682,-101.865,-12.23,86,62,10.85,broken clouds
376,Northam,GB,51.0333,-4.2167,46.09,95,100,4.43,light rain
377,Basco,PH,20.4487,121.9702,74.55,70,68,16.02,broken clouds
378,Blackfoot,US,43.1905,-112.345,31.78,90,35,5.32,scattered clouds
379,Urusha,RU,54.05,122.9,-22.34,96,54,3.24,broken clouds
380,Ostrovnoy,RU,68.0531,39.5131,26.96,66,100,19.84,light snow
381,Ha Tinh,VN,18.3333,105.9,66.85,94,97,4.52,overcast clouds
382,Kirakira,SB,-10.4544,161.9205,84.61,72,100,9.62,overcast clouds
383,Le Moule,GP,16.3332,-61.3473,77.04,69,3,19.06,clear sky
384,Chumikan,RU,54.7183,135.315,-14.84,87,92,12.77,overcast clouds
385,Syracuse,IT,37.0881,15.2792,49.37,62,55,24.96,broken clouds
386,La Asuncion,VE,11.0333,-63.8628,75.76,81,25,14.47,scattered clouds
387,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.53,93,78,1.1,broken clouds
388,Kupang,ID,-10.1667,123.5833,79.38,100,20,2.3,few clouds
389,Kalengwa,ZM,-13.4659,25.0027,64.42,97,100,2.53,overcast clouds
390,Starominskaya,RU,46.53,39.0497,36.39,85,100,12.44,light rain
391,Anshan,CN,41.1236,122.99,17.71,62,100,9.57,overcast clouds
392,Tura,IN,25.5198,90.2201,58.42,67,21,2.26,few clouds
393,Ampanihy,MG,-24.7,44.75,73.9,81,100,7.25,overcast clouds
394,Dunmore East,IE,52.1514,-6.9861,47.21,95,100,7.72,overcast clouds
395,Berbera,SO,10.4396,45.0143,73.65,75,3,6.15,clear sky
396,Necochea,AR,-38.5473,-58.7368,87.24,22,95,9.82,overcast clouds
397,Tupiza,BO,-21.45,-65.7167,61.83,65,61,8.93,broken clouds
398,Zhezkazgan,KZ,47.8043,67.7144,6.98,90,33,10.47,scattered clouds
399,Cervo,ES,43.6702,-7.4101,57.2,89,87,16.53,overcast clouds
400,Tomigusuku,JP,26.185,127.675,64.17,77,75,5.75,broken clouds
401,Mizoch,UA,50.4,26.15,29.25,87,100,5.84,overcast clouds
402,Taoudenni,ML,22.6783,-3.9836,56.91,17,42,11.83,scattered clouds
403,Kosh-Agach,RU,50.0,88.6667,-6.65,77,60,3.33,broken clouds
404,Lasa,IT,46.6166,10.7002,27.36,85,82,4.88,broken clouds
405,Tarazona,ES,41.9,-1.7333,54.81,72,100,23.35,overcast clouds
406,Hamilton,US,39.1834,-84.5333,35.64,62,0,3.0,clear sky
407,Quatre Cocos,MU,-20.2078,57.7625,76.08,80,100,8.05,light rain
408,Shimoda,JP,34.6667,138.95,47.1,78,67,13.58,broken clouds
409,Hofn,IS,64.2539,-15.2082,42.71,85,100,30.44,overcast clouds
410,Leningradskiy,RU,69.3833,178.4167,-16.8,92,38,5.1,scattered clouds
411,Mbaiki,CF,3.8678,17.9892,75.63,32,70,1.79,broken clouds
412,Campbellton,CA,48.0075,-66.6727,30.9,89,100,9.71,light snow
413,Vila Velha,BR,-20.3297,-40.2925,75.15,95,75,2.3,broken clouds
414,Obidos,BR,-1.9175,-55.5181,74.26,89,100,3.24,overcast clouds
415,Richards Bay,ZA,-28.783,32.0377,69.87,84,10,6.55,clear sky
416,Tarnobrzeg,PL,50.573,21.6794,25.97,85,64,2.86,broken clouds
417,Hopatcong,US,40.9329,-74.6593,36.28,85,100,3.0,light snow
418,New Plymouth,NZ,-39.0667,174.0833,75.06,63,100,9.8,overcast clouds
419,Pochutla,MX,15.7432,-96.4661,84.02,55,30,5.23,scattered clouds
420,Abnub,EG,27.2696,31.1511,50.22,41,66,8.81,broken clouds
421,Byron Bay,AU,-28.65,153.6167,80.71,67,14,7.38,few clouds
422,Pecos,US,31.4229,-103.4932,52.63,28,0,11.5,clear sky
423,Pingshan,CN,22.9938,114.7131,55.36,76,75,3.15,broken clouds
424,Whitley Bay,GB,55.0397,-1.4471,42.28,92,75,3.44,broken clouds
425,Masvingo,ZW,-20.0637,30.8277,63.95,73,82,3.06,broken clouds
426,Aldan,RU,58.6031,125.3894,-31.52,100,96,4.0,overcast clouds
427,Ginir,ET,7.1333,40.7,59.36,60,13,5.61,few clouds
428,La Ronge,CA,55.1001,-105.2842,-12.62,89,26,8.19,scattered clouds
429,Alyangula,AU,-13.8483,136.4192,85.42,65,54,11.92,broken clouds
430,Ambilobe,MG,-13.2,49.05,74.53,94,100,1.14,light rain
431,Tumarbong,PH,10.3766,119.4579,75.49,91,27,3.65,scattered clouds
432,Apatity,RU,67.5641,33.4031,4.01,97,91,5.28,overcast clouds
433,Karratha,AU,-20.7377,116.8463,86.07,43,0,1.03,clear sky
434,Esperance,AU,-33.8667,121.9,62.89,67,100,15.43,overcast clouds
435,Sao Joao,BR,-8.8756,-36.3667,70.14,78,100,9.62,overcast clouds
436,Dimbokro,CI,6.6451,-4.7048,79.38,72,79,5.32,broken clouds
437,Rubtsovsk,RU,51.5,81.25,2.25,98,51,7.63,broken clouds
438,Abha,SA,18.2164,42.5053,53.85,58,0,4.61,clear sky
439,Uruzgan,AF,32.8333,66.0,32.49,55,0,4.76,clear sky
440,Oyek,RU,52.5861,104.4556,-5.42,95,22,5.66,few clouds
441,Akyab,MM,20.15,92.9,64.47,78,0,6.24,clear sky
442,Chardara,KZ,41.2547,67.9692,36.93,67,100,6.73,overcast clouds
443,Tabas,IR,33.5959,56.9244,45.18,40,0,1.12,clear sky
444,Ha Giang,VN,22.8333,104.9833,59.27,99,100,2.06,overcast clouds
445,Sola,VU,-13.8833,167.55,82.67,75,100,15.14,overcast clouds
446,Coracora,PE,-15.0333,-73.7833,48.72,89,100,6.46,overcast clouds
447,Aljezur,PT,37.3191,-8.8033,50.45,91,3,6.58,clear sky
448,Shitanjing,CN,39.2342,106.3439,18.28,89,87,6.91,overcast clouds
449,Jardim,BR,-21.4803,-56.1381,75.27,78,75,4.9,broken clouds
450,Greenville,US,35.6127,-77.3663,65.28,69,0,8.05,clear sky
451,Garissa,KE,-0.4536,39.6401,78.15,73,14,7.09,few clouds
452,Calabozo,VE,8.9242,-67.4293,86.31,37,78,10.8,broken clouds
453,Kuroiso,JP,36.9667,140.05,37.4,82,100,3.98,overcast clouds
454,Eyl,SO,7.9803,49.8164,74.23,72,18,16.96,few clouds
455,Thinadhoo,MV,0.5333,72.9333,81.77,75,98,8.81,overcast clouds
456,Kenai,US,60.5544,-151.2583,14.09,48,100,24.16,overcast clouds
457,Abu Dhabi,AE,24.4667,54.3667,66.96,74,0,1.14,clear sky
458,Groa,NO,62.65,8.7167,28.49,79,2,12.88,clear sky
459,Adeje,ES,28.1227,-16.726,69.51,24,20,11.01,few clouds
460,General Roca,AR,-39.0333,-67.5833,98.62,12,0,7.09,clear sky
461,Baiyin,CN,36.5583,104.2081,14.88,71,100,1.07,overcast clouds
462,Mumbwa,ZM,-14.9783,27.0619,65.19,97,100,2.46,moderate rain
463,Kindu,CD,-2.95,25.95,71.15,98,100,1.12,light rain
464,Praia,CV,14.9215,-23.5087,72.14,78,40,10.36,scattered clouds
465,Moranbah,AU,-22.0016,148.0466,83.52,60,21,16.15,few clouds
466,Amravati,IN,20.9333,77.75,65.82,75,65,5.93,broken clouds
467,Cidreira,BR,-30.1811,-50.2056,72.64,72,32,18.54,scattered clouds
468,Batemans Bay,AU,-35.7167,150.1833,85.19,66,23,5.14,few clouds
469,Menongue,AO,-14.6585,17.691,63.37,89,100,3.31,overcast clouds
470,Kununurra,AU,-15.7667,128.7333,82.38,94,83,6.91,broken clouds
471,Manokwari,ID,-0.8667,134.0833,78.58,76,94,3.27,overcast clouds
472,Sakaiminato,JP,35.55,133.2333,40.98,93,75,3.44,broken clouds
473,Chapais,CA,49.7834,-74.8492,4.78,87,100,16.4,overcast clouds
474,Ikalamavony,MG,-21.15,46.5833,67.53,86,100,6.08,overcast clouds
475,Thunder Bay,CA,48.4001,-89.3168,-4.45,60,20,16.11,few clouds
476,Wanaka,NZ,-44.7,169.15,69.76,63,42,5.59,scattered clouds
477,Ahero,KE,-0.1746,34.9163,66.27,60,83,4.68,broken clouds
478,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,90.79,28,41,5.53,scattered clouds
479,Lere,NG,10.387,8.5726,69.8,23,1,6.58,clear sky
480,Porto Novo,BJ,6.4965,2.6036,80.67,76,65,6.49,broken clouds
481,Bria,CF,6.5423,21.9863,79.7,30,100,2.15,overcast clouds
482,Mehamn,NO,71.0357,27.8492,28.96,78,100,17.85,light snow
483,Orotukan,RU,62.2667,151.7,-14.21,100,99,2.17,overcast clouds
484,Port Hardy,CA,50.6996,-127.4199,46.4,76,75,25.32,broken clouds
485,Isangel,VU,-19.55,169.2667,84.31,79,75,13.8,broken clouds
486,Lubango,AO,-14.9172,13.4925,62.96,59,99,0.72,overcast clouds
487,Boa Vista,BR,2.8197,-60.6733,85.98,45,40,8.05,scattered clouds
488,Henties Bay,NA,-22.116,14.2845,63.86,94,36,3.83,scattered clouds
489,Balykshi,KZ,47.0667,51.8667,24.8,93,100,17.9,mist
490,Ossora,RU,59.2353,163.0719,16.09,95,100,6.11,overcast clouds
491,Muros,ES,42.7762,-9.0603,58.08,96,99,9.04,overcast clouds
492,Acobamba,PE,-11.3525,-75.6594,55.62,87,85,5.32,overcast clouds
493,Firovo,RU,57.4814,33.7021,8.94,99,100,0.25,overcast clouds
494,Alexandria,EG,31.2156,29.9553,52.34,66,40,14.97,scattered clouds
495,Robe,AU,-37.1833,139.75,68.76,58,53,9.75,broken clouds
496,Gordeyevka,RU,52.9569,31.9703,25.45,97,100,5.66,light snow
497,Vestmannaeyjar,IS,63.4427,-20.2734,41.43,95,100,48.32,overcast clouds
498,Samus,RU,56.7475,84.6992,18.7,90,100,8.99,overcast clouds
499,Mansa,IN,29.9833,75.3833,48.54,88,0,3.31,clear sky
500,Chaman,PK,30.9236,66.4512,38.35,77,4,0.76,clear sky
501,Swan Hill,AU,-35.3378,143.5544,87.64,25,0,10.02,clear sky
502,Taltal,CL,-25.4,-70.4833,67.32,76,87,4.25,overcast clouds
503,Kerman,IR,30.2832,57.0788,26.46,86,0,0.0,clear sky
504,Caravelas,BR,-17.7125,-39.2481,75.65,90,92,7.52,overcast clouds
505,Rio Claro,BR,-22.4114,-47.5614,67.82,95,100,8.34,overcast clouds
506,Kerema,PG,-7.9631,145.7785,80.82,79,96,7.78,overcast clouds
507,Gogrial,SS,8.5332,28.1004,82.53,29,91,2.06,overcast clouds
508,Kanungu,UG,-0.9575,29.7897,63.9,71,98,3.38,overcast clouds
509,Marica,BR,-22.9194,-42.8186,69.96,92,100,7.76,overcast clouds
510,Terrasini,IT,38.146,13.0844,56.77,59,40,28.77,scattered clouds
511,Yeppoon,AU,-23.1333,150.7333,78.58,64,33,14.61,scattered clouds
512,Zhangjiakou,CN,40.81,114.8794,14.81,49,1,4.18,snow
513,Bathurst,AU,-33.4166,149.5806,78.96,72,33,1.99,scattered clouds
514,Noshiro,JP,40.2039,140.0242,31.14,74,97,1.81,overcast clouds
515,Imbituba,BR,-28.24,-48.6703,73.81,85,100,8.05,light rain
516,Constitucion,CL,-35.3333,-72.4167,64.53,76,18,8.48,few clouds
517,Deep River,CA,46.1001,-77.4995,23.43,73,73,15.5,broken clouds
518,Labuhan,ID,-6.8844,112.2051,78.64,85,100,5.1,overcast clouds
519,Nome,US,64.5011,-165.4064,5.07,51,0,29.93,clear sky
520,Darnah,LY,32.767,22.6367,56.44,63,87,20.87,overcast clouds
521,Carmen,MX,18.6333,-91.8333,86.04,58,40,5.75,scattered clouds
522,Trelew,AR,-43.249,-65.3051,70.38,47,51,14.25,broken clouds
523,Manoel Urbano,BR,-8.8389,-69.2597,75.18,97,84,3.06,broken clouds
524,Plerin,FR,48.5425,-2.7798,46.2,97,100,1.99,overcast clouds
525,Teshie,GH,5.5836,-0.1072,82.74,76,41,7.47,scattered clouds
526,Hobyo,SO,5.3505,48.5268,76.77,68,7,20.33,clear sky
527,Inta,RU,66.0317,60.1659,3.61,84,98,18.57,overcast clouds
528,Pisco,PE,-13.7,-76.2167,73.45,83,0,21.85,clear sky
529,Saint-Joseph,RE,-21.3667,55.6167,75.58,84,71,6.96,broken clouds
530,Tucuman,AR,-26.8241,-65.2226,84.2,65,75,3.44,haze
531,Ambajogai,IN,18.7333,76.3833,66.54,65,61,7.4,broken clouds
532,Macherla,IN,16.4833,79.4333,67.48,93,57,6.38,broken clouds
533,Zhifang,CN,30.35,114.3167,40.98,73,96,4.94,overcast clouds
534,Alofi,NU,-19.0595,-169.9187,84.09,70,91,9.22,overcast clouds
535,Champasak,LA,14.75,106.0,63.81,89,5,1.28,clear sky
536,Fecamp,FR,49.7579,0.3746,46.11,80,100,5.21,overcast clouds
537,Caninde,BR,-4.3589,-39.3117,78.19,69,100,3.33,overcast clouds
538,Carutapera,BR,-1.195,-46.02,75.76,91,93,1.07,very heavy rain
539,Namatanai,PG,-3.6667,152.4333,82.9,71,88,4.72,overcast clouds
540,Koslan,RU,63.4564,48.8989,11.25,95,100,5.75,light snow
541,Huadian,CN,42.9633,126.7478,-0.08,98,99,1.68,overcast clouds
542,Askino,RU,56.0901,56.5783,4.6,94,100,9.01,overcast clouds
543,Saint-Jean-De-Maurienne,FR,45.1667,6.5833,20.7,98,100,3.8,overcast clouds
544,Fandriana,MG,-20.2333,47.3833,60.42,98,100,1.95,overcast clouds
545,Tilichiki,RU,60.4667,166.1,-6.03,93,84,7.7,broken clouds
546,Ust-Ishim,RU,57.6935,71.1665,2.53,94,51,6.8,broken clouds
547,Cabra,ES,37.4725,-4.4421,49.89,83,10,1.34,clear sky
548,Komatipoort,ZA,-25.4332,31.9548,72.05,89,23,3.13,few clouds
549,Irece,BR,-11.3042,-41.8558,72.18,85,98,1.92,overcast clouds
550,Vytegra,RU,61.0064,36.4481,7.99,99,98,2.77,overcast clouds
551,Port Augusta,AU,-32.5,137.7667,92.71,21,42,12.62,scattered clouds
552,Plettenberg Bay,ZA,-34.0527,23.3716,71.42,72,100,10.78,overcast clouds
553,Itamaraca,BR,-7.7478,-34.8256,82.45,74,1,8.95,clear sky
554,Abilene,US,32.4487,-99.7331,50.49,39,0,5.01,clear sky
555,Lensk,RU,60.7253,114.9278,-26.45,95,11,2.82,few clouds
556,Mokhotlong,LS,-29.2894,29.0675,54.25,85,33,2.21,scattered clouds
557,Alibag,IN,18.6411,72.8792,64.47,55,0,10.2,clear sky
558,Tessalit,ML,20.1986,1.0114,59.38,17,72,11.59,broken clouds
559,Alihe,CN,50.5667,123.7167,-10.25,97,98,2.89,overcast clouds
560,Zyryanka,RU,65.75,150.85,-7.92,97,100,5.55,overcast clouds
561,Chimoio,MZ,-19.1164,33.4833,71.46,94,75,3.44,broken clouds
562,Brae,GB,60.3964,-1.353,44.51,76,99,22.62,overcast clouds
563,Auki,SB,-8.7676,160.7034,82.11,81,100,7.67,overcast clouds
564,Ranong,TH,9.9658,98.6348,69.73,90,48,4.97,scattered clouds
565,Atambua,ID,-9.1061,124.8925,77.38,80,68,0.67,broken clouds
566,Freetown,SL,8.484,-13.2299,79.92,78,20,6.51,few clouds
567,Puerto Escondido,MX,15.85,-97.0667,83.23,65,0,5.75,clear sky
568,Nyurba,RU,63.2842,118.3319,-26.5,96,47,5.17,scattered clouds
569,Paisley,GB,55.8317,-4.4325,40.59,96,75,1.01,mist
570,Basoda,IN,23.85,77.9333,53.15,81,8,7.11,clear sky
571,Santa Lucia,ES,27.9117,-15.5407,60.76,36,0,6.91,clear sky
572,Westport,US,41.1415,-73.3579,41.04,92,100,1.01,moderate rain
573,Chiang Khong,TH,20.2613,100.4046,59.32,86,8,1.23,clear sky
574,Itupiranga,BR,-5.1347,-49.3267,71.83,98,100,2.75,overcast clouds
575,Kezmarok,SK,49.1357,20.4335,30.67,92,0,2.3,clear sky
576,Ajaccio,FR,42.0,8.9167,44.76,76,0,8.05,clear sky
577,Calamar,CO,10.2511,-74.9146,80.55,53,89,8.93,overcast clouds
578,Baghdad,IQ,33.3406,44.4009,49.91,57,0,8.05,clear sky
579,Pullman,US,46.7313,-117.1796,36.7,66,0,11.01,clear sky
580,Ulladulla,AU,-35.35,150.4667,79.77,74,77,4.68,broken clouds
581,Newark,US,40.7357,-74.1724,41.29,89,100,8.05,mist
582,Totness,SR,5.8833,-56.3167,75.96,78,90,8.86,overcast clouds
583,Mao,ES,39.8885,4.2658,52.36,82,0,6.91,clear sky
584,Marawi,PH,7.9986,124.2928,65.64,93,75,0.92,broken clouds
585,Halifax,CA,44.6453,-63.5724,42.22,93,100,8.99,light rain
586,Wangqing,CN,43.3218,129.7634,-1.52,94,15,2.44,few clouds
587,Tezu,IN,27.9167,96.1667,62.01,49,100,3.38,overcast clouds
588,San Quintin,MX,30.4833,-115.95,64.62,54,68,8.57,broken clouds
589,Emerald,AU,-23.5333,148.1667,82.35,64,30,13.65,scattered clouds
590,Vredendal,ZA,-31.6683,18.5012,69.03,84,78,8.57,light rain
591,Komsomolskiy,UZ,40.4272,71.7189,39.92,60,75,0.0,haze
592,Huambo,AO,-12.7761,15.7392,59.2,95,100,4.36,overcast clouds
593,Puertollano,ES,38.6871,-4.1073,46.15,96,50,4.03,scattered clouds
594,La Crosse,US,43.8014,-91.2396,8.55,57,0,1.01,clear sky
595,San Buenaventura,MX,27.0833,-101.5333,72.52,40,40,17.27,scattered clouds
596,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.47,99,100,6.93,overcast clouds
597,Barabinsk,RU,55.3571,78.357,-3.08,96,37,8.66,scattered clouds
598,Hami,CN,42.8,93.45,22.98,49,0,2.01,clear sky
599,Severnyy,RU,50.677,36.5532,30.24,100,100,6.71,mist
600,Bereda,ES,43.2686,-7.5406,53.35,100,100,5.23,overcast clouds
601,Penarroya-Pueblonuevo,ES,38.3,-5.2667,47.44,97,11,4.09,few clouds
602,Tumaco,CO,1.7986,-78.8156,78.28,81,100,6.87,overcast clouds
603,Mayumba,GA,-3.432,10.6554,76.93,94,98,4.9,overcast clouds
604,Khotiv,UA,50.3307,30.4684,31.6,99,100,4.47,light snow
605,Durazno,UY,-33.4131,-56.5006,82.81,25,0,9.33,clear sky
606,Fairbanks,US,64.8378,-147.7164,-13.0,70,0,6.91,clear sky
607,Algiers,DZ,36.7525,3.042,51.62,62,20,6.91,few clouds
608,Bento Goncalves,BR,-29.1714,-51.5192,71.19,71,82,3.94,broken clouds
609,Deputatskiy,RU,69.3,139.9,-27.65,93,12,5.53,few clouds
610,Wasilla,US,61.5814,-149.4394,15.94,45,100,34.52,overcast clouds
611,Rabaul,PG,-4.1967,152.1721,81.86,71,100,7.56,overcast clouds
612,Popondetta,PG,-8.7537,148.2534,84.78,64,97,1.83,overcast clouds
613,Dickinson,US,29.4608,-95.0513,74.03,79,100,1.01,overcast clouds
614,Lieksa,FI,63.3167,30.0167,-8.18,100,54,3.02,broken clouds
615,Bardsir,IR,29.9227,56.5743,23.05,42,0,2.13,clear sky
616,Madang,PG,-5.2246,145.7966,79.65,82,96,7.49,overcast clouds
617,Andenes,NO,69.3143,16.1194,19.38,86,40,11.5,scattered clouds
618,Saurimo,AO,-9.6608,20.3916,65.77,97,100,2.39,light rain
619,Subate,LV,56.0062,25.9076,20.01,97,64,3.47,broken clouds
620,Groningen,NL,53.25,6.75,40.03,94,20,6.91,few clouds
621,Gazanjyk,TM,39.2446,55.5154,42.69,69,0,10.67,clear sky
622,Fort Morgan,US,40.2503,-103.8,35.82,74,0,6.91,clear sky
623,Waipawa,NZ,-41.4122,175.5153,68.63,59,100,3.11,overcast clouds
624,Vao,NC,-22.6667,167.4833,77.38,81,89,23.17,overcast clouds
625,Morant Bay,JM,17.8815,-76.4093,80.22,77,87,11.54,overcast clouds
626,Salamanca,ES,40.8333,-6.0,49.78,98,100,9.93,overcast clouds
627,Hirara,JP,24.8,125.2833,67.86,77,75,14.97,broken clouds
628,Pailon,BO,-17.65,-62.75,83.88,77,53,5.84,broken clouds
629,Aripuana,BR,-9.1667,-60.6333,72.66,99,54,2.71,broken clouds
630,Maceio,BR,-9.6658,-35.7353,78.24,88,0,8.05,clear sky
631,Along,IN,28.1667,94.7667,52.65,78,94,1.59,overcast clouds
632,Punta De Piedra,VE,7.6176,-71.4916,82.11,50,99,3.62,overcast clouds
633,Cam Ranh,VN,11.9214,109.1591,75.16,78,40,6.91,scattered clouds
634,Pelym,RU,61.0108,61.9978,9.21,87,100,8.77,overcast clouds
635,Leh,IN,34.1667,77.5833,6.3,79,99,4.41,overcast clouds
636,Ramtek,IN,21.4,79.3333,65.16,93,21,5.41,few clouds
637,Valparaiso,CL,-33.0393,-71.6273,68.23,64,0,6.91,clear sky
638,Daru,PG,-9.0763,143.2092,79.23,82,100,8.79,overcast clouds
639,Marystown,CA,47.1666,-55.1483,31.86,100,97,5.01,overcast clouds
640,Saint-Louis,SN,16.3333,-15.0,77.5,12,100,6.71,overcast clouds
641,Nong Han,TH,17.3608,103.1053,68.9,73,5,3.47,clear sky
642,Port-Cartier,CA,50.0334,-66.8654,23.76,91,100,10.47,light snow
643,Grand Baie,MU,-20.0182,57.5802,76.44,88,100,3.0,overcast clouds
644,Auray,FR,47.6703,-2.9918,56.55,98,100,2.04,overcast clouds
645,Yatou,CN,37.15,122.3833,31.15,70,92,2.59,overcast clouds
646,Hudiksvall,SE,61.729,17.1036,24.03,92,100,6.55,light snow
647,Padang,ID,-0.9492,100.3543,75.25,88,100,4.72,overcast clouds
648,Llano Largo,PA,7.9,-80.4333,81.25,70,29,16.42,scattered clouds
649,Kuusamo,FI,65.9667,29.1833,-5.76,84,0,6.91,clear sky
650,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,79,84,11.41,broken clouds
651,Santa Rosa,PH,14.3122,121.1114,76.1,87,10,2.66,clear sky
652,Silopi,TR,37.2497,42.4694,51.48,43,100,5.44,overcast clouds
653,Camocim,BR,-2.9022,-40.8411,80.15,74,99,11.77,overcast clouds
654,Urla,TR,38.3229,26.764,54.21,80,100,6.33,overcast clouds
655,Gavrilovka Vtoraya,RU,52.877,42.7663,21.88,85,100,14.52,light snow
656,Ternate,ID,0.8,127.4,81.25,80,89,3.87,overcast clouds
657,Salalah,OM,17.0151,54.0924,69.89,32,0,8.05,clear sky
658,Point Pedro,LK,9.8167,80.2333,77.41,77,52,8.84,broken clouds
659,Mujiayingzi,CN,42.1167,118.7833,9.97,64,96,1.88,overcast clouds
660,Nurlat,RU,54.4277,50.8051,5.4,87,100,11.12,overcast clouds
661,Cangzhou,CN,38.3167,116.8667,32.02,69,100,6.42,overcast clouds
662,Liuzhou,CN,24.3126,109.3892,51.22,78,100,2.84,overcast clouds
663,San Luis,AR,-33.295,-66.3356,91.89,20,34,11.79,scattered clouds
664,Chapayevka,UA,47.4711,36.3451,36.55,90,100,12.59,overcast clouds
665,Sloboda,RU,51.1421,40.3021,24.46,84,100,13.4,overcast clouds
666,Arak,IR,34.0917,49.6892,37.65,50,41,1.99,scattered clouds
667,Dawan,CN,24.34,112.948,52.57,80,100,1.9,light rain
668,Kikwit,CD,-5.041,18.8162,71.33,94,100,2.1,overcast clouds
669,Bintulu,MY,3.1667,113.0333,75.61,94,40,0.0,scattered clouds
670,Palmerston,AU,-12.486,130.9833,89.92,74,75,2.3,broken clouds
671,Beziers,FR,43.3476,3.219,47.89,88,100,5.93,overcast clouds
672,Cuenca,EC,-2.8833,-78.9833,57.33,94,75,12.66,light rain
673,Warrington,GB,53.3925,-2.5802,44.98,91,0,3.0,clear sky
674,Ixtapa,MX,20.7,-105.2,76.23,78,75,8.05,broken clouds
675,Bosaso,SO,11.2842,49.1816,71.26,75,5,3.11,clear sky
676,Johi,PK,26.6921,67.6133,57.49,56,0,2.37,clear sky
677,Fatehabad,IN,29.5167,75.45,49.14,76,0,4.14,clear sky
678,Niksic,ME,42.7731,18.9445,39.07,85,87,5.44,overcast clouds
679,Kodinsk,RU,58.6881,99.1844,12.85,93,100,7.52,light snow
680,Luanda,AO,-8.8368,13.2343,77.0,83,75,5.75,broken clouds
681,Tautira,PF,-17.7333,-149.15,82.42,80,99,25.79,overcast clouds
682,Nalobikha,RU,53.2006,84.6039,9.73,94,99,12.33,overcast clouds
683,Acarau,BR,-2.8856,-40.12,80.19,74,100,11.03,overcast clouds
684,Sokoni,TZ,-6.4333,39.55,81.72,77,67,13.76,broken clouds
685,Henderson,US,36.0397,-114.9819,63.84,22,0,16.11,clear sky
686,Faruka,PK,31.8872,72.4144,48.92,90,23,4.94,few clouds
687,Bunol,ES,39.4167,-0.7833,58.93,60,79,21.81,broken clouds
688,Gueret,FR,46.1667,1.8667,41.63,97,100,2.19,light rain
689,Tondano,ID,1.3038,124.9112,68.09,80,99,1.16,overcast clouds
690,Hambantota,LK,6.1241,81.1185,75.16,89,100,9.37,light rain
691,Ariquemes,BR,-9.9133,-63.0408,73.94,97,75,3.06,broken clouds
692,Alekseyevsk,RU,57.8406,108.3492,-24.68,98,11,3.09,few clouds
